rank,frontier_score,frontier_stage,family_id,family_label,canonical_work_id,family_work_count,family_chunked_count,family_discovered_count,family_failed_count,family_collection_ids,family_jurisdiction_lanes,family_topic_family,candidate_work_id,candidate_title,candidate_collection_id,candidate_jurisdiction_lane,candidate_creator,candidate_publication_year,candidate_ingest_status,candidate_member_role,candidate_volume_like,candidate_series_title_key,candidate_creator_title_key,candidate_priority_score,candidate_title_penalty,candidate_topic_score,candidate_archive_series_count,candidate_archive_creator_series_count,candidate_archive_series_penalty,candidate_archive_creator_series_penalty,rationale
492,1391,uncovered_family,family-domestic-economy-or-a-complete-system-of-english-ca94620e62,"Domestic economy, or, A complete system of English housekeeping",nlm-2484057R,1,0,1,0,nlm-digital-collections,US,domestic-medicine,nlm-2484057R,"Domestic economy, or, A complete system of English housekeeping : containing the most approved receipts, confirmed by observation and practice, in every reputable English book of cookery now extant : besides a great variety of others which have never before been offered to the public : also a valuable collection, translated from the productions of cooks of eminence who have published in France, with their respective names to each receipt : which, together with the original articles, for the most complete system of housekeeping ever yet exhibited, under the following heads, viz. : roasting, boiling, made-dishes, frying, broiling, potting, fricassees, ragouts, soups, sauces, gravies, hashes, stews, puddings, custards, cakes, tarts, pies, pasties, cheesecakes, jellies, pickling, preserving, and confectionary : to which is prefixed, in order to render it as complete and perfect as possible, an elegant collection of light dishes for supper, adapted for every month in the year : also The complete brewer ... likewise The family physician : being a collection of the most valuable and approved prescriptions by Mead, Sydenham, Tissot, Fothergill, Elliot, Buchan, and others",nlm-digital-collections,US,,,discovered,canonical,no,domestic economy,unknown::domestic economy,379,0,88,1,1,96,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: domestic-medicine; recommended lane: nlm-digital-collections; canonical candidate
493,1390,uncovered_family,family-dizionario-overo-trattato-universale-delle-drogh-e532e35bf2,"Dizionario overo trattato universale delle droghe semplici, in cui si ritrovano i loro differenti nomi, la loro origine, la loro scelta, i principi, che hanno, le loro qualita, la loro etimologia, e tutto cio, che v'ha di particolare negli animali, ne' vegetabili, e ne' minerali. Opera dipendente dalla Farmacopea universale scritta in francese",wellcome-a2mmtzcn,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-a2mmtzcn,"Dizionario overo trattato universale delle droghe semplici, in cui si ritrovano i loro differenti nomi, la loro origine, la loro scelta, i principi, che hanno, le loro qualità, la loro etimologia, e tutto ciò, che v'hà di particolare negli animali, ne' vegetabili, e ne' minerali. Opera dipendente dalla Farmacopea universale scritta in francese / dal Niccolo Lemery ; E tradotta in italiano.",wellcome-collection,UK,,1737,discovered,canonical,yes,dizionario overo trattato universale delle droghe semplici in cui si ritrovano i loro differenti nomi la loro origine la loro scelta i principi che hanno le loro qualita la loro etimologia e tutto cio che vha di particolare negli animali ne vegetabili e ne minerali opera dipendente dalla farmacopea universale scritta in francese,unknown::dizionario overo trattato universale delle droghe semplici in cui si ritrovano i loro differenti nomi la loro origine la loro scelta i principi che hanno le loro qualita la loro etimologia e tutto cio che vha di particolare negli animali ne vegetabili e ne minerali opera dipendente dalla farmacopea universale scritta in francese,414,18,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
494,1390,uncovered_family,family-thesaurus-secretorum-curiosorum-unknown-0bc9814892,Thesaurus secretorum curiosorum,wellcome-akn65b2m,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-akn65b2m,"Thesaurus secretorum curiosorum : in quo curiosa non solum ad omnes corporis humani cùm internos, tùm externos morbos curandos, sed etiam ad cutis, faciei, aliarumque partium ornatum, formam, nitorem, & elegantiam conciliandos continentur secreta.",wellcome-collection,UK,,1709,discovered,canonical,yes,thesaurus secretorum curiosorum,unknown::thesaurus secretorum curiosorum,414,18,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
495,1388,uncovered_family,family-catalogus-plantarum-medicinalium-in-pharmacopoea-997fe6f403,Catalogus plantarum medicinalium in pharmacopoea belgica memoratarum,wellcome-zvpvktkf,1,0,1,0,wellcome-collection,UK,botany,wellcome-zvpvktkf,Catalogus plantarum medicinalium in pharmacopoea belgica memoratarum : Accedit introductio ad studium botanicum.,wellcome-collection,UK,,1825,discovered,canonical,no,catalogus plantarum medicinalium in pharmacopoea belgica memoratarum,unknown::catalogus plantarum medicinalium in pharmacopoea belgica memoratarum,406,72,44,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: botany; recommended lane: wellcome-collection; canonical candidate
496,1387,uncovered_family,family-dr-chases-family-physician-farrier-bee-keeper-an-60bc1d1cc3,"Dr. Chase's family physician, farrier, bee-keeper, and second receipt book",nlm-63560770R,1,0,1,0,nlm-digital-collections,US,domestic-medicine,nlm-63560770R,"Dr. Chase's family physician, farrier, bee-keeper, and second receipt book : being an entirely new and complete treatise, including the diseases of women and children",nlm-digital-collections,US,"Chase, A. W. (Alvin Wood), 1817-1885.",,discovered,canonical,no,dr chases family physician farrier bee keeper and second receipt book,chase a w 1817 1885::dr chases family physician farrier bee keeper and second receipt book,361,120,88,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: domestic-medicine; recommended lane: nlm-digital-collections; canonical candidate
497,1387,uncovered_family,family-essentials-of-homoeopathic-materia-medica-dewey--5282079541,Essentials of homoeopathic materia medica,nlm-7703214,1,0,1,0,nlm-digital-collections,US,materia-medica,nlm-7703214,"Essentials of homoeopathic materia medica : being a quiz compend upon the principles of homoeopathy, homoeopathic pharmacy, and homoeopathic materia medica : arranged and compiled especially for the use of students of medicine",nlm-digital-collections,US,"Dewey, Willis A. (Willis Alonzo), 1858-1938.",,discovered,canonical,no,essentials of homoeopathic materia medica,dewey willis a 1858 1938::essentials of homoeopathic materia medica,397,72,52,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: nlm-digital-collections; canonical candidate
498,1387,uncovered_family,family-clairvoyant-family-physician-tuttle-l-3788250a12,The clairvoyant family physician,nlm-63820630R,1,0,1,0,nlm-digital-collections,US,domestic-medicine,nlm-63820630R,The clairvoyant family physician : containing a course of treatment for all the diseases prevalent in this country,nlm-digital-collections,US,"Tuttle, Lucina.",,discovered,canonical,no,clairvoyant family physician,tuttle lucina::clairvoyant family physician,361,120,88,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: domestic-medicine; recommended lane: nlm-digital-collections; canonical candidate
499,1387,uncovered_family,family-new-england-farrier-and-family-physician-richard-7414dfec77,"The New England farrier, and Family physician",nlm-63611240R,1,0,1,0,nlm-digital-collections,US,domestic-medicine,nlm-63611240R,"The New England farrier, and Family physician",nlm-digital-collections,US,"Richardson, Josiah, 1778-1857.",,discovered,canonical,no,new england farrier and family physician,richardson josiah 1778 1857::new england farrier and family physician,361,120,88,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: domestic-medicine; recommended lane: nlm-digital-collections; canonical candidate
500,1386,uncovered_family,family-getreue-darstellung-und-beschreibung-der-in-der--988559af9f,"Getreue Darstellung und Beschreibung der in der Arzneykunde gebrauchlichen Gewachse, wie auch Solcher, welche mit ihnen Verwechselt werden Konnen",wellcome-xemrbf8n,1,0,1,0,wellcome-collection,UK,botany,wellcome-xemrbf8n,"Getreue Darstellung und Beschreibung der in der Arzneykunde gebräuchlichen Gewächse, wie auch Solcher, welche mit ihnen Verwechselt werden Können / von Friedlich Gottlob Hayne.",wellcome-collection,UK,,1805,discovered,canonical,no,getreue darstellung und beschreibung der in der arzneykunde gebrauchlichen gewachse wie auch solcher welche mit ihnen verwechselt werden konnen,unknown::getreue darstellung und beschreibung der in der arzneykunde gebrauchlichen gewachse wie auch solcher welche mit ihnen verwechselt werden konnen,404,74,44,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: botany; recommended lane: wellcome-collection; canonical candidate
501,1386,uncovered_family,family-guide-to-health-resorts-in-australia-tasmania-an-9f41e17f7d,"Guide to health resorts in Australia, Tasmania, and New Zealand.",wellcome-eb4j2b74,1,0,1,0,wellcome-collection,UK,domestic-medicine,wellcome-eb4j2b74,"Guide to health resorts in Australia, Tasmania, and New Zealand.",wellcome-collection,UK,,1888,discovered,canonical,no,guide to health resorts in australia tasmania and new zealand,unknown::guide to health resorts in australia tasmania and new zealand,358,132,90,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: domestic-medicine; recommended lane: wellcome-collection; canonical candidate
502,1386,uncovered_family,family-manuel-de-lherboriste-de-lepicier-droguiste-et-d-280e3ee5c8,"Manuel de l'herboriste, de l'epicier-droguiste et du grainier-pepinieriste horticulteur",wellcome-f96e57pp,1,0,1,0,wellcome-collection,UK,botany,wellcome-f96e57pp,"Manuel de l'herboriste, de l'épicier-droguiste et du grainier-pépiniériste horticulteur : contenant la description des végétaux, les lieux de leur naissance, leur analyse chimique et leurs propriétés médicales / par M. Julia de Fontenelle et M. Henri Tollard.",wellcome-collection,UK,,1828,discovered,canonical,no,manuel de lherboriste de lepicier droguiste et du grainier pepinieriste horticulteur,unknown::manuel de lherboriste de lepicier droguiste et du grainier pepinieriste horticulteur,404,74,44,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: botany; recommended lane: wellcome-collection; canonical candidate
503,1386,uncovered_family,family-nutzliche-hauss-apotheck-unknown-1f6c469411,Nutzliche Hauss-Apotheck,wellcome-c2kbqaut,1,0,1,0,wellcome-collection,UK,botany,wellcome-c2kbqaut,"Nützliche Hauss-Apotheck : darin enthalten die Beschreibung theils des Hollunders, / aus des D. Martini Blochwitij S. Lateinischen Tractat ins Deütsche versetzet, theils des Wacholders, wie man aus beyden nicht allein allerhand nützliche Artzney bereiten, sondern auch dieselbe so wol in Jn[n]erlichen, als Eusserlichen Kranckheiten gebrauchen möge, verfertiget und beschrieben durch Daniel Beckhern.",wellcome-collection,UK,,1642,discovered,canonical,no,nutzliche hauss apotheck,unknown::nutzliche hauss apotheck,404,74,44,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: botany; recommended lane: wellcome-collection; canonical candidate
504,1386,uncovered_family,family-phytographie-medicale-unknown-4c1794e9da,Phytographie medicale,wellcome-szafvd9m,1,0,1,0,wellcome-collection,UK,botany,wellcome-szafvd9m,Phytographie médicale : histoire des substances héroiques et des poisons tirés du règne végétal / par Joseph Roques.,wellcome-collection,UK,,1845,discovered,canonical,no,phytographie medicale,unknown::phytographie medicale,404,74,44,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: botany; recommended lane: wellcome-collection; canonical candidate
505,1386,uncovered_family,family-handy-pocket-guide-to-health-and-health-restorin-c9cb1d1892,The handy pocket-guide to health & health-restoring places,wellcome-gamdndbu,1,0,1,0,wellcome-collection,UK,domestic-medicine,wellcome-gamdndbu,The handy pocket-guide to health & health-restoring places / by Charles Rooke.,wellcome-collection,UK,,1884,discovered,canonical,no,handy pocket guide to health and health restoring places,unknown::handy pocket guide to health and health restoring places,358,132,90,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: domestic-medicine; recommended lane: wellcome-collection; canonical candidate
506,1385,uncovered_family,family-nekrokedeia-or-the-art-of-embalming-etc-unknown-089f634dd9,"[Nekrokedeia]: or, the art of embalming etc.",wellcome-k7a4gqzf,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-k7a4gqzf,"[Nekrokedeia]: or, the art of embalming etc. : With ... the particular opinions, experiments and inventions of modern physicians, surgeons, chymists and anatomist ... And a pharmacopoeia Galeno-chymica, anatomia sicca sive incruenta, etc / [Thomas Greenhill].",wellcome-collection,UK,,1705,discovered,canonical,yes,nekrokedeia or the art of embalming etc,unknown::nekrokedeia or the art of embalming etc,429,0,28,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
507,1385,uncovered_family,family-marine-practice-of-physic-and-surgery-including--6d6728cdc0,"The marine practice of physic and surgery, including that in the hot countries, particularly useful to all who visit the East and West Indies, or the coast of Africa",wellcome-z4vpksy2,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-z4vpksy2,"The marine practice of physic and surgery, including that in the hot countries, particularly useful to all who visit the East and West Indies, or the coast of Africa : to which is added, Pharmacopoeia marina, and some brief directions to be observed by the sea-surgeon in an engagement ... / by William Northcote.",wellcome-collection,UK,,1770,discovered,canonical,yes,marine practice of physic and surgery,unknown::marine practice of physic and surgery,429,0,28,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
508,1384,uncovered_family,family-institutiones-medicinae-et-miscellanea-medica-et-d77cdacaea,"Institutiones medicinae et miscellanea medica, etc",nlm-101139425X1,3,0,2,1,nlm-digital-collections,US,herbal,nlm-101139425X1,"Institutiones medicinae et miscellanea medica, etc (Volume 1)",nlm-digital-collections,US,,,discovered,canonical,yes,institutiones medicinae et miscellanea medica etc,unknown::institutiones medicinae et miscellanea medica etc,321,112,95,0,0,0,0,Uncovered family; 3 works in family; 0 chunked; 2 discovered; topics: herbal; recommended lane: nlm-digital-collections; canonical candidate
509,1384,uncovered_family,family-bachs-new-family-receipt-book-and-guide-to-healt-c64d021824,Bach's new family receipt book and guide to health for 1856,nlm-101172762,1,0,1,0,nlm-digital-collections,US,domestic-medicine,nlm-101172762,Bach's new family receipt book and guide to health for 1856,nlm-digital-collections,US,,,discovered,canonical,no,bachs new family receipt book and guide to health for 1856,unknown::bachs new family receipt book and guide to health for 1856,356,120,90,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: domestic-medicine; recommended lane: nlm-digital-collections; canonical candidate
